    35.000000    6.000000      5    5.296320    0.007278    7.825730    0.008846    1.477579    0.002629
    35.000000    6.000000     15    3.616040    0.006013    3.143130    0.005606    0.869219    0.002120
    35.000000    6.000000     25    1.360780    0.003689    0.777550    0.002788    0.571400    0.002569
    35.000000    6.000000     35    0.426960    0.002066    0.190350    0.001380    0.445826    0.003886
    35.000000    6.000000     45    0.128050    0.001132    0.051280    0.000716    0.400469    0.006618
    35.000000    6.000000     55    0.040250    0.000634    0.015970    0.000400    0.396770    0.011734
    35.000000    6.000000     65    0.012590    0.000355    0.004980    0.000223    0.395552    0.020939
    35.000000    6.000000     75    0.004080    0.000202    0.001380    0.000117    0.338235    0.033308
    35.000000    6.000000     85    0.001460    0.000121    0.000470    0.000069    0.321918    0.053988
    35.000000    6.000000     95    0.000440    0.000066    0.000230    0.000048    0.522727    0.134500
    35.000000    6.000000    105    0.000130    0.000036    0.000010    0.000010    0.076923    0.079827
    35.000000    6.000000    115    0.000040    0.000020    0.000010    0.000010    0.250000    0.279508
    35.000000    6.000000    125    0.000010    0.000010    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    135    0.000010    0.000010    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    145    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
