    35.000000    6.000000      5    5.776740    0.007600    8.126990    0.009015    1.406847    0.002421
    35.000000    6.000000     15    3.924270    0.006264    3.148080    0.005611    0.802208    0.001919
    35.000000    6.000000     25    1.524910    0.003905    0.763180    0.002763    0.500475    0.002219
    35.000000    6.000000     35    0.496950    0.002229    0.186070    0.001364    0.374424    0.003218
    35.000000    6.000000     45    0.166850    0.001292    0.050130    0.000708    0.300450    0.004839
    35.000000    6.000000     55    0.055220    0.000743    0.014880    0.000386    0.269468    0.007871
    35.000000    6.000000     65    0.020030    0.000448    0.004590    0.000214    0.229156    0.011858
    35.000000    6.000000     75    0.006730    0.000259    0.001420    0.000119    0.210996    0.019485
    35.000000    6.000000     85    0.002330    0.000153    0.000420    0.000065    0.180258    0.030217
    35.000000    6.000000     95    0.000670    0.000082    0.000160    0.000040    0.238806    0.066449
    35.000000    6.000000    105    0.000240    0.000049    0.000070    0.000026    0.291667    0.125289
    35.000000    6.000000    115    0.000100    0.000032    0.000020    0.000014    0.200000    0.154919
    35.000000    6.000000    125    0.000020    0.000014    0.000010    0.000010    0.500000    0.612372
    35.000000    6.000000    135    0.000040    0.000020    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    145    0.000010    0.000010    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
